日付,終値,前日比
2017/10/03,3710,21
2017/10/02,3689,1
2017/09/29,3688,-25
2017/09/28,3713,11
2017/09/27,3702,15
2017/09/26,3687,7
2017/09/25,3680,6
2017/09/22,3674,-9
2017/09/21,3683,-39
2017/09/20,3722,2
2017/09/19,3720,24
2017/09/15,3696,14
2017/09/14,3682,-24
2017/09/13,3706,10
2017/09/12,3696,27
2017/09/11,3669,14
2017/09/08,3655,-64
2017/09/07,3719,17
2017/09/06,3702,-4
2017/09/05,3706,-28
2017/09/04,3734,-36
2017/09/01,3770,6
2017/08/31,3764,28
2017/08/30,3736,23
2017/08/29,3713,4
2017/08/28,3709,13
2017/08/25,3696,-21
2017/08/24,3717,-24
2017/08/23,3741,1
2017/08/22,3740,-3
2017/08/21,3743,-61
2017/08/18,3804,20
2017/08/17,3784,-1
2017/08/16,3785,10
2017/08/15,3775,-8
2017/08/14,3783,-20
2017/08/10,3803,-18
2017/08/09,3821,-24
2017/08/08,3845,26
2017/08/07,3819,17
2017/08/04,3802,-35
2017/08/03,3837,-23
2017/08/02,3860,4
2017/08/01,3856,22
2017/07/31,3834,-61
2017/07/28,3895,67
2017/07/27,3828,35
2017/07/26,3793,-14
2017/07/25,3807,62
2017/07/24,3745,-38
2017/07/21,3783,-44
2017/07/20,3827,14
2017/07/19,3813,1
2017/07/18,3812,-25
2017/07/14,3837,-3
2017/07/13,3840,-16
2017/07/12,3856,-18
2017/07/11,3874,17
2017/07/10,3857,-5
2017/07/07,3862,2
2017/07/06,3860,-10
2017/07/05,3870,-29
2017/07/04,3899,-51
2017/07/03,3950,3
2017/06/30,3947,-63
2017/06/29,4010,-55
2017/06/28,4065,-63
2017/06/27,4128,38
2017/06/26,4090,65
2017/06/23,4025,15
2017/06/22,4010,-35
2017/06/21,4045,-61
2017/06/20,4106,-3
2017/06/19,4109,-9
2017/06/16,4118,22
2017/06/15,4096,-9
2017/06/14,4105,4
2017/06/13,4101,-26
2017/06/12,4127,97
2017/06/09,4030,-41
2017/06/08,4071,-28
2017/06/07,4099,-51
2017/06/06,4150,-33
2017/06/05,4183,-9
2017/06/02,4192,-13
2017/06/01,4205,44
2017/05/31,4161,-37
2017/05/30,4198,-5
2017/05/29,4203,31
2017/05/26,4172,3
2017/05/25,4169,-55
2017/05/24,4224,47
2017/05/23,4177,63
2017/05/22,4114,2
2017/05/19,4112,-12
2017/05/18,4124,62
2017/05/17,4062,44
2017/05/16,4018,71
2017/05/15,3947,15
2017/05/12,3932,41
2017/05/11,3891,100
2017/05/10,3791,15
2017/05/09,3776,-4
2017/05/08,3780,45
2017/05/02,3735,9
2017/05/01,3726,20
2017/04/28,3706,-52
2017/04/27,3758,-37
2017/04/26,3795,33
2017/04/25,3762,26
2017/04/24,3736,34
2017/04/21,3702,59
2017/04/20,3643,-5
2017/04/19,3648,-49
2017/04/18,3697,7
2017/04/17,3690,14
2017/04/14,3676,29
2017/04/13,3647,-32
2017/04/12,3679,-42
2017/04/11,3721,20
2017/04/10,3701,12
2017/04/07,3689,34
2017/04/06,3655,-10
2017/04/05,3665,8
2017/04/04,3657,35
2017/04/03,3622,4
2017/03/31,3618,-36
2017/03/30,3654,-47
2017/03/29,3701,-25
2017/03/28,3726,1
2017/03/27,3725,-61
2017/03/24,3786,33
2017/03/23,3753,1
2017/03/22,3752,-104
2017/03/21,3856,84
2017/03/17,3772,-11
2017/03/16,3783,-48
2017/03/15,3831,-9
2017/03/14,3840,-5
2017/03/13,3845,41
2017/03/10,3804,49
2017/03/09,3755,-11
2017/03/08,3766,-14
2017/03/07,3780,-2
2017/03/06,3782,1
2017/03/03,3781,5
2017/03/02,3776,-24
2017/03/01,3800,43
2017/02/28,3757,-21
2017/02/27,3778,-27
2017/02/24,3805,-6
2017/02/23,3811,13
2017/02/22,3798,20
2017/02/21,3778,4
2017/02/20,3774,6
2017/02/17,3768,16
2017/02/16,3752,6
2017/02/15,3746,19
2017/02/14,3727,-16
2017/02/13,3743,60
2017/02/10,3683,32
2017/02/09,3651,-3
2017/02/08,3654,22
2017/02/07,3632,-61
2017/02/06,3693,16
2017/02/03,3677,62
2017/02/02,3615,-16
2017/02/01,3631,-9
2017/01/31,3640,-71
2017/01/30,3711,0
2017/01/27,3711,30
2017/01/26,3681,-2
2017/01/25,3683,-37
2017/01/24,3720,-17
2017/01/23,3737,-27
2017/01/20,3764,27
2017/01/19,3737,-7
2017/01/18,3744,-16
2017/01/17,3760,-59
2017/01/16,3819,-51
2017/01/13,3870,27
2017/01/12,3843,-18
2017/01/11,3861,-26
2017/01/10,3887,-33
2017/01/06,3920,9
2017/01/05,3911,60
2017/01/04,3851,7
2016/12/30,3844,-10
2016/12/29,3854,15
2016/12/28,3839,-83
2016/12/27,3922,-13
2016/12/26,3935,11
2016/12/22,3924,15
2016/12/21,3909,-5
2016/12/20,3914,-12
2016/12/19,3926,36
2016/12/16,3890,0
2016/12/15,3890,10
2016/12/14,3880,-25
2016/12/13,3905,7
2016/12/12,3898,83
2016/12/09,3815,35
2016/12/08,3780,6
2016/12/07,3774,-13
2016/12/06,3787,-31
2016/12/05,3818,-26
2016/12/02,3844,-96
2016/12/01,3940,-6
2016/11/30,3946,-2
2016/11/29,3948,37
2016/11/28,3911,17
2016/11/25,3894,0
2016/11/24,3894,61
2016/11/22,3833,30
2016/11/21,3803,103
2016/11/18,3700,-102
2016/11/17,3802,71
2016/11/16,3731,-5
2016/11/15,3736,36
2016/11/14,3700,-71
2016/11/11,3771,-78
2016/11/10,3849,35
2016/11/09,3814,-138
2016/11/08,3952,27
2016/11/07,3925,31
2016/11/04,3894,-129
2016/11/02,4023,-5
2016/11/01,4028,34
2016/10/31,3994,5
2016/10/28,3989,2
2016/10/27,3987,22
2016/10/26,3965,119
2016/10/25,3846,-29
2016/10/24,3875,-7
2016/10/21,3882,-49
2016/10/20,3931,3
2016/10/19,3928,-72
2016/10/18,4000,-115
2016/10/17,4115,-3
2016/10/14,4118,-17
2016/10/13,4135,-30
2016/10/12,4165,-20
2016/10/11,4185,67
2016/10/07,4118,32
2016/10/06,4086,-43
2016/10/05,4129,-17
2016/10/04,4146,5
2016/10/03,4141,22
2016/09/30,4119,-6
2016/09/29,4125,51
2016/09/28,4074,8
2016/09/27,4066,45
2016/09/26,4021,13
2016/09/23,4008,-40
2016/09/21,4048,82
2016/09/20,3966,8
2016/09/16,3958,10
2016/09/15,3948,-22
2016/09/14,3970,-23
2016/09/13,3993,43
2016/09/12,3950,-16
2016/09/09,3966,-19
2016/09/08,3985,-60
2016/09/07,4045,-62
2016/09/06,4107,7
2016/09/05,4100,-6
2016/09/02,4106,73
2016/09/01,4033,25
2016/08/31,4008,90
2016/08/30,3918,60
2016/08/29,3858,-11
2016/08/26,3869,-54
2016/08/25,3923,22
2016/08/24,3901,4
2016/08/23,3897,10
2016/08/22,3887,22
2016/08/19,3865,-47
2016/08/18,3912,-57
2016/08/17,3969,-22
2016/08/16,3991,-52
2016/08/15,4043,33
2016/08/12,4010,14
2016/08/10,3996,0
2016/08/09,3996,-12
2016/08/08,4008,48
2016/08/05,3960,8
2016/08/04,3952,24
2016/08/03,3928,-125
2016/08/02,4053,6
2016/08/01,4047,22
2016/07/29,4025,-31
2016/07/28,4056,-54
2016/07/27,4110,-14
2016/07/26,4124,-53
2016/07/25,4177,-65
2016/07/22,4242,23
2016/07/21,4219,-15
2016/07/20,4234,5
2016/07/19,4229,-41
2016/07/15,4270,-81
2016/07/14,4351,-18
2016/07/13,4369,11
2016/07/12,4358,45
2016/07/11,4313,24
2016/07/08,4289,-20
2016/07/07,4309,25
2016/07/06,4284,-36
2016/07/05,4320,5
2016/07/04,4315,0
